Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.12-23.59.158.215-63949-443-6,23.59.158.215,443,192.168.0.12,63949,6,6/12/2019 9:20,1,1,1,0,24,0,0,0,0,24,24,24,0,2.40E+07,2000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1000000,1000000,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,254,0,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-192.168.0.15-0-0-0,192.168.0.15,0,192.168.0.12,0,0,6/12/2019 9:19,119471947,119,1,0,0,0,0,0,0,0,0,0,0,0,1.004419891,1003965.941,8461.770107,1058734,946087,1.18E+08,1003501.805,6808.757053,1019800,946087,0,0,0,0,0,0,0,0,0,0,0,0.996049725,0.008370166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,6/12/2019 9:19,115023918,23,1,0,0,0,0,0,0,0,0,0,0,0,0.208652256,5001039.913,3897515.375,1.90E+07,126,1.15E+08,5228352.5,3830008.343,1.90E+07,126,0,0,0,0,0,0,0,0,0,0,0,0.199958412,0.008693844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,-1,-1,0,0,4249888.333,6028922.888,1.55E+07,126,6886506.769,3949426.5,1.90E+07,5000053,Benign
192.168.0.1-239.255.255.250-51772-1900-17,192.168.0.1,51772,239.255.255.250,1900,17,6/12/2019 9:20,106023344,351,1,154644,396,476,396,440.5811966,29.50067485,396,396,396,0,1462.319468,3.32002356,302060.8091,2077276.506,1.57E+07,0,1.06E+08,302923.2371,2080187.488,1.57E+07,0,0,0,0,0,0,0,0,0,0,2808,8,3.310591675,0.009431885,396,476,440.3286119,29.60698441,876.5735256,0,0,0,0,0,0,0,0,0,441.5795455,440.5811966,396,0,0,0,0,0,0,351,154644,1,396,-1,-1,351,0,273085.1429,4610.151676,278251,266549,1.48E+07,487815.9675,1.57E+07,1.41E+07,Benign
239.255.255.250-20.20.20.1-1900-33157-17,20.20.20.1,33157,239.255.255.250,1900,17,6/12/2019 9:20,106014555,351,1,154293,395,475,395,439.5811966,29.50067485,395,395,395,0,1459.120401,3.320298802,302035.7692,2078402.603,1.58E+07,0,1.06E+08,302898.2943,2081315.217,1.58E+07,0,0,0,0,0,0,0,0,0,0,2808,8,3.310866135,0.009432667,395,475,439.3286119,29.60698441,876.5735256,0,0,0,0,0,0,0,0,0,440.5767045,439.5811966,395,0,0,0,0,0,0,351,154293,1,395,-1,-1,351,0,264747.4286,4230.452216,270305,258567,1.48E+07,487808.8147,1.58E+07,1.41E+07,Benign
192.168.0.1-224.0.0.1-0-0-0,192.168.0.1,0,224.0.0.1,0,0,6/12/2019 9:19,174,1,1,0,0,0,0,0,0,0,0,0,0,0,11494.25287,174,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5747.126437,5747.126437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-224.0.0.22-0-0-0,192.168.0.12,0,224.0.0.22,0,0,6/12/2019 9:19,2505068,2,1,0,0,0,0,0,0,0,0,0,0,0,1.197572281,1252534,1049435.559,1994597,510471,1994597,1994597,0,1994597,1994597,0,0,0,0,0,0,0,0,0,0,0,0.798381521,0.39919076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-52.114.158.92-63951-443-6,192.168.0.12,63951,52.114.158.92,443,6,6/12/2019 9:20,96387,2,3,1167,958,1167,0,583.5,825.1936136,533,0,319.3333333,281.7735497,22046.54155,51.8742154,24096.75,28287.23067,54949,51,96276,96276,0,96276,96276,96336,48168,9589.782166,54949,41387,0,1,0,0,40,60,20.74968616,31.12452924,0,1167,443,432.0180552,186639.6,0,0,0,1,1,0,0,0,1,531.6,583.5,319.3333333,0,0,0,0,0,0,2,1167,3,958,-1,1026,1,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-52.177.165.30-63590-443-6,192.168.0.12,63590,52.177.165.30,443,6,6/12/2019 9:19,95804125,5,4,86,418,43,0,17.2,23.55206997,125,43,104.5,41,5.260733815,0.093941675,1.20E+07,2.21E+07,4.99E+07,40482,9.57E+07,2.39E+07,2.75E+07,4.99E+07,138325,9.57E+07,3.19E+07,2.76E+07,5.01E+07,90958,0,1,0,0,100,80,0.05218982,0.041751856,0,125,54.7,52.01506192,2705.566667,0,0,0,1,1,0,0,0,0,60.77777778,17.2,104.5,0,0,0,0,0,0,5,86,4,418,-1,7375,2,0,141099,3923.028422,143873,138325,4.77E+07,3219230.901,4.99E+07,4.54E+07,Benign
192.168.0.12-74.125.20.188-63764-5228-6,192.168.0.12,63764,74.125.20.188,5228,6,6/12/2019 9:20,90162577,2,4,2,1,1,1,1,0,1,0,0.25,0.5,0.033273228,0.066546456,1.80E+07,2.47E+07,4.51E+07,22085,4.51E+07,4.51E+07,0,4.51E+07,4.51E+07,9.02E+07,3.01E+07,2.60E+07,4.51E+07,22085,0,0,0,0,40,116,0.022182152,0.044364304,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,1,0,0,0,2,0.666666667,1,0.25,0,0,0,0,0,0,2,2,4,1,-1,259,2,0,22349.5,374.0594872,22614,22085,4.50E+07,43661.01531,4.51E+07,4.50E+07,Benign
140.82.114.25-192.168.0.12-443-63876-6,140.82.114.25,443,192.168.0.12,63876,6,6/12/2019 9:20,108098110,5,4,48,108,24,0,9.6,13.14534138,28,24,27,2,1.443133465,0.0832577,1.35E+07,2.49E+07,5.39E+07,318,1.08E+08,2.70E+07,3.11E+07,5.39E+07,90385,1.08E+08,3.60E+07,3.12E+07,5.40E+07,318,0,1,0,0,100,80,0.046254278,0.037003422,0,28,18,12.54325848,157.3333333,0,0,0,1,1,0,0,0,0,20,9.6,27,0,0,0,0,0,0,5,48,4,108,-1,512,2,0,84823,7865.855834,90385,79261,5.39E+07,5494.926797,5.39E+07,5.39E+07,Benign
192.168.0.12-192.168.0.15-0-0-0,192.168.0.15,0,192.168.0.12,0,0,6/12/2019 9:21,119527524,119,1,0,0,0,0,0,0,0,0,0,0,0,1.003952864,1004432.975,3478.285793,1013671,998086,1.19E+08,1004399.746,3474.098263,1013671,998086,0,0,0,0,0,0,0,0,0,0,0,0.99558659,0.008366274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,6/12/2019 9:21,119008002,28,1,0,0,0,0,0,0,0,0,0,0,0,0.243681093,4250285.786,1674540.387,5999870,166,1.14E+08,4222331.556,1699768.546,5999870,166,0,0,0,0,0,0,0,0,0,0,0,0.235278297,0.008402796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,-1,-1,0,0,9575426.5,6407061.355,2.00E+07,4986933,5141583.636,321445.4817,5999870,5001055,Benign
192.168.0.1-224.0.0.1-0-0-0,192.168.0.1,0,224.0.0.1,0,0,6/12/2019 9:22,194,1,1,0,0,0,0,0,0,0,0,0,0,0,10309.27835,194,0,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5154.639175,5154.639175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-224.0.0.22-0-0-0,192.168.0.12,0,224.0.0.22,0,0,6/12/2019 9:22,986960,1,1,0,0,0,0,0,0,0,0,0,0,0,2.026424576,986960,0,986960,986960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.013212288,1.013212288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Benign
192.168.0.1-239.255.255.250-51772-1900-17,192.168.0.1,51772,239.255.255.250,1900,17,6/12/2019 9:22,113744428,351,1,154644,396,476,396,440.5811966,29.50067485,396,396,396,0,1363.05578,3.094657085,324058.1994,2254945.299,2.17E+07,0,1.14E+08,324983.52,2258106.833,2.17E+07,0,0,0,0,0,0,0,0,0,0,2808,8,3.085865446,0.008791639,396,476,440.3286119,29.60698441,876.5735256,0,0,0,0,0,0,0,0,0,441.5795455,440.5811966,396,0,0,0,0,0,0,351,154644,1,396,-1,-1,351,0,279298.8571,6113.122645,290119,274334,1.59E+07,2586078.912,2.17E+07,1.47E+07,Benign
239.255.255.250-20.20.20.1-1900-33157-17,20.20.20.1,33157,239.255.255.250,1900,17,6/12/2019 9:22,113738230,351,1,154293,395,475,395,439.5811966,29.50067485,395,395,395,0,1360.035232,3.094825724,324040.5413,2256298.224,2.17E+07,0,1.14E+08,324965.2857,2259461.819,2.17E+07,0,0,0,0,0,0,0,0,0,0,2808,8,3.086033605,0.008792119,395,475,439.3286119,29.60698441,876.5735256,0,0,0,0,0,0,0,0,0,440.5767045,439.5811966,395,0,0,0,0,0,0,351,154293,1,395,-1,-1,351,0,269335.4286,4048.967887,276716,265270,1.59E+07,2585814.496,2.17E+07,1.48E+07,Benign
140.82.114.25-192.168.0.12-443-63876-6,140.82.114.25,443,192.168.0.12,63876,6,6/12/2019 9:23,80575759,7,6,74,126,26,0,10.57142857,13.20173149,46,0,21,17.96663575,2.482136098,0.161338846,6714646.583,1.64E+07,5.29E+07,45,7.94E+07,1.32E+07,2.21E+07,5.29E+07,322,8.06E+07,1.61E+07,2.35E+07,5.30E+07,50941,0,1,0,0,140,120,0.086874763,0.074464083,0,46,16,15.39230577,236.9230769,0,0,0,1,1,0,0,0,0,17.23076923,10.57142857,21,0,0,0,0,0,0,7,74,6,126,-1,512,3,0,606763.5,740994.8737,1130726,82801,3.96E+07,1.87E+07,5.29E+07,2.64E+07,Benign
140.82.114.25-192.168.0.12-443-63876-6,192.168.0.12,63876,140.82.114.25,443,6,6/12/2019 9:24,31303,2,1,24,0,24,0,12,16.97056275,0,0,0,0,766.6996773,95.83745967,15651.5,22031.32598,31230,73,73,73,0,73,73,0,0,0,0,0,0,0,0,0,40,20,63.89163978,31.94581989,0,24,6,12,144,0,0,0,0,1,0,0,0,0,8,12,0,0,0,0,0,0,0,2,24,1,0,-1,512,1,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-52.33.41.59-60168-443-6,192.168.0.12,60168,52.33.41.59,443,6,6/12/2019 9:24,5086186,5,5,599,145,517,0,119.8,223.0979605,145,0,29,64.84597135,146.2785671,1.966109773,565131.7778,1650000.264,4964739,0,5061786,1265446.5,2509868.155,5030193,59,121388,30347,27229.78623,65931,0,0,0,0,0,100,124,0.983054886,0.983054886,0,517,67.63636364,155.4202514,24155.45455,0,1,0,0,0,0,0,0,1,74.4,119.8,29,0,0,0,0,0,0,5,599,5,145,-1,110,3,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-52.33.41.59-60168-443-6,52.33.41.59,443,192.168.0.12,60168,6,6/12/2019 9:24,0,2,1,31,0,31,0,15.5,21.92031022,0,0,0,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0,0,0,0,0,0,0,2,31,1,0,-1,110,1,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-52.177.165.30-63590-443-6,192.168.0.12,63590,52.177.165.30,443,6,6/12/2019 9:22,91195463,5,4,86,418,43,0,17.2,23.55206997,125,43,104.5,41,5.526590725,0.09868912,1.14E+07,2.10E+07,4.59E+07,49365,9.11E+07,2.28E+07,2.61E+07,4.59E+07,137252,9.11E+07,3.04E+07,2.62E+07,4.60E+07,90284,0,1,0,0,100,80,0.054827289,0.043861831,0,125,54.7,52.01506192,2705.566667,0,0,0,1,1,0,0,0,0,60.77777778,17.2,104.5,0,0,0,0,0,0,5,86,4,418,-1,7246,2,0,141106.5,917.1174952,141755,140458,4.54E+07,712400.1826,4.59E+07,4.49E+07,Benign
192.168.0.12-54.158.88.0-60824-443-6,192.168.0.12,60824,54.158.88.0,443,6,6/12/2019 9:24,1229539,9,11,1053,6418,517,0,117,202.5043209,1460,0,583.4545455,658.1161544,6076.261103,16.26625914,64712.57895,131834.1293,554501,1,1141357,142669.625,192741.3237,554501,205,674997,67499.7,93224.404,297493,1,0,0,0,0,192,244,7.319816614,8.946442528,0,1460,355.7619048,541.717076,293457.3905,0,1,0,0,0,0,0,0,1,373.55,117,583.4545455,0,0,0,0,0,0,9,1053,11,6418,-1,114,3,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-54.158.88.0-60825-443-6,192.168.0.12,60825,54.158.88.0,443,6,6/12/2019 9:24,1229258,7,10,1013,5938,517,0,144.7142857,213.4906042,1460,0,593.8,694.2792906,5654.63068,13.82948087,76828.625,160420.9128,633920,1,1134393,189065.5,242818.6283,633920,5652,382090,42454.44444,49913.85186,98720,1,0,0,0,0,140,224,5.694492125,8.134988749,0,1460,386.1666667,573.9449912,329412.8529,0,1,0,0,0,0,0,0,1,408.8823529,144.7142857,593.8,0,0,0,0,0,0,7,1013,10,5938,-1,114,3,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-13.224.29.50-60826-443-6,192.168.0.12,60826,13.224.29.50,443,6,6/12/2019 9:24,1229569,11,15,993,8026,517,0,90.27272727,158.6121628,1460,0,535.0666667,682.5860978,7335.090589,21.14562095,49182.76,206292.984,1036528,0,1207897,120789.7,344295.6835,1099804,128,193041,13788.64286,22752.74909,64662,0,0,0,0,0,220,324,8.946224246,12.1993967,0,1460,334.037037,559.7360973,313304.4986,0,1,0,0,0,0,0,0,1,346.8846154,90.27272727,535.0666667,0,0,0,0,0,0,11,993,15,8026,-1,123,5,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-54.158.88.0-60824-443-6,54.158.88.0,443,192.168.0.12,60824,6,6/12/2019 9:24,2802,1,2,0,31,0,0,0,0,31,0,15.5,21.92031022,11063.52605,1070.663812,1401,1904.945669,2748,54,0,0,0,0,0,54,54,0,54,54,0,1,0,0,20,40,356.8879372,713.7758744,0,31,15.5,17.89785834,320.3333333,0,0,0,1,1,0,0,0,2,20.66666667,0,15.5,0,0,0,0,0,0,1,0,2,31,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-54.158.88.0-60825-443-6,54.158.88.0,443,192.168.0.12,60825,6,6/12/2019 9:24,2445,1,2,0,31,0,0,0,0,31,0,15.5,21.92031022,12678.93661,1226.993865,1222.5,1680.792819,2411,34,0,0,0,0,0,34,34,0,34,34,0,1,0,0,20,40,408.997955,817.99591,0,31,15.5,17.89785834,320.3333333,0,0,0,1,1,0,0,0,2,20.66666667,0,15.5,0,0,0,0,0,0,1,0,2,31,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-52.114.32.6-54906-443-6,192.168.0.12,54906,52.114.32.6,443,6,6/12/2019 9:22,508080,13,12,6442,6577,1440,0,495.5384615,644.140851,1460,0,548.0833333,684.3101979,25623.91749,49.20484963,21170,44206.04878,127062,0,393306,32775.5,51968.4557,127137,0,508038,46185.27273,64670.7582,158149,0,0,0,0,0,260,264,25.58652181,23.61832782,0,1460,500.7307692,645.2312179,416323.3246,0,1,0,0,0,0,0,0,0,520.76,495.5384615,548.0833333,0,0,0,0,0,0,13,6442,12,6577,-1,1026,7,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-74.125.20.188-63764-5228-6,192.168.0.12,63764,74.125.20.188,5228,6,6/12/2019 9:22,90086054,2,4,2,1,1,1,1,0,1,0,0.25,0.5,0.033301492,0.066602984,1.80E+07,2.46E+07,4.50E+07,22666,4.50E+07,4.50E+07,0,4.50E+07,4.50E+07,9.01E+07,3.00E+07,2.60E+07,4.50E+07,24539,0,0,0,0,40,116,0.022200995,0.044401989,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,1,0,0,0,2,0.666666667,1,0.25,0,0,0,0,0,0,2,2,4,1,-1,259,2,0,23811.5,1028.840367,24539,23084,4.50E+07,3840.296929,4.50E+07,4.50E+07,Benign
192.168.0.12-52.114.32.6-54905-443-6,192.168.0.12,54905,52.114.32.6,443,6,6/12/2019 9:22,604271,11,11,2326,6523,1440,0,211.4545455,439.078208,1460,0,593,698.9115824,14644.09181,36.4075059,28774.80952,50742.98275,163584,0,494223,49422.3,74765.12279,217324,0,604222,60422.2,69787.63261,172379,0,0,0,0,0,220,244,18.20375295,18.20375295,0,1460,384.7391304,594.2182196,353095.2925,0,1,0,0,0,0,0,0,1,402.2272727,211.4545455,593,0,0,0,0,0,0,11,2326,11,6523,-1,1026,5,0,0,0,0,0,0,0,0,0,Benign
185.199.111.153-192.168.0.12-443-60900-6,192.168.0.12,60900,185.199.111.153,443,6,6/12/2019 9:24,9825621,9,10,1035,4098,517,0,115,177.989466,1460,0,409.8,583.8654335,522.4097286,1.933720016,545867.8333,2276530.574,9667543,1,9808296,1226037,3436670.95,9731309,203,158078,17564.22222,24707.0095,64594,1,0,0,0,0,180,224,0.915972639,1.017747377,0,1460,256.65,447.3625958,200133.2921,0,1,0,0,0,0,0,0,1,270.1578947,115,409.8,0,0,0,0,0,0,9,1035,10,4098,-1,62,5,0,0,0,0,0,0,0,0,0,Benign
185.199.110.153-192.168.0.12-443-60896-6,192.168.0.12,60896,185.199.110.153,443,6,6/12/2019 9:24,9943770,9,11,1001,4780,517,0,111.2222222,174.032165,1460,0,434.5454545,598.087847,581.3690381,2.011309594,523356.3158,2247387.897,9803699,0,9928603,1241075.375,3484297.222,9864232,320,140071,14007.1,20849.03095,61290,0,0,0,0,0,180,244,0.905089317,1.106220277,0,1460,275.2857143,469.9160715,220821.1143,0,1,0,0,0,0,0,0,1,289.05,111.2222222,434.5454545,0,0,0,0,0,0,9,1001,11,4780,-1,62,5,0,0,0,0,0,0,0,0,0,Benign
185.199.111.153-192.168.0.12-443-60900-6,185.199.111.153,443,192.168.0.12,60900,6,6/12/2019 9:24,567,1,2,0,31,0,0,0,0,31,0,15.5,21.92031022,54673.72134,5291.005291,283.5,331.6330804,518,49,0,0,0,0,0,49,49,0,49,49,0,1,0,0,20,40,1763.66843,3527.336861,0,31,15.5,17.89785834,320.3333333,0,0,0,1,1,0,0,0,2,20.66666667,0,15.5,0,0,0,0,0,0,1,0,2,31,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
185.199.110.153-192.168.0.12-443-60896-6,185.199.110.153,443,192.168.0.12,60896,6,6/12/2019 9:24,1,1,1,0,31,0,0,0,0,31,31,31,0,3.10E+07,2000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1000000,1000000,0,31,20.66666667,17.89785834,320.3333333,0,0,0,1,1,0,0,0,1,31,0,31,0,0,0,0,0,0,1,0,1,31,-1,62,0,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-52.33.41.59-59641-443-6,192.168.0.12,59641,52.33.41.59,443,6,6/12/2019 9:24,70242146,34,29,19893,15898,1460,0,585.0882353,650.8621493,1460,0,548.2068966,661.4869278,509.5373937,0.896897427,1132937.839,2983689.028,1.02E+07,0,7.02E+07,2127848.545,3855506.468,1.02E+07,0,7.02E+07,2508615.143,4104359.9,1.02E+07,1,0,0,0,0,680,664,0.484039881,0.412857546,0,1460,559.234375,649.4237431,421751.1982,0,1,0,0,0,0,0,0,0,568.1111111,585.0882353,548.2068966,0,0,0,0,0,0,34,19893,29,15898,-1,271,25,0,1681347.167,4059729.506,9968231,20881,1.00E+07,172617.9985,1.02E+07,9740868,Benign
192.168.0.12-52.33.41.59-59641-443-6,52.33.41.59,443,192.168.0.12,59641,6,6/12/2019 9:25,0,1,1,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,271,0,0,0,0,0,0,0,0,0,0,Benign
192.168.0.12-192.168.0.15-63957-443-6,192.168.0.12,63957,192.168.0.15,443,6,6/12/2019 9:20,2300961,4,6,0,0,0,0,0,0,0,0,0,0,0,4.346010211,255662.3333,244311.4648,515949,3672,1694581,564860.3333,48950.26248,616479,519107,2300961,460192.2,258656.581,615965,4182,0,0,0,0,128,132,1.738404084,2.607606126,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
192.168.0.12-192.168.0.15-63958-443-6,192.168.0.12,63958,192.168.0.15,443,6,6/12/2019 9:20,2300470,4,6,0,0,0,0,0,0,0,0,0,0,0,4.3469378,255607.7778,237954.5028,505898,3150,1678556,559518.6667,54006.36987,616475,509048,2300470,460094,259278.5353,621755,4180,0,0,0,0,128,132,1.73877512,2.60816268,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
192.168.0.12-192.168.0.15-63962-443-6,192.168.0.12,63962,192.168.0.15,443,6,6/12/2019 9:20,2300488,4,6,0,0,0,0,0,0,0,0,0,0,0,4.346903787,255609.7778,244281.4998,515842,3826,1694582,564860.6667,48947.39852,616477,519111,2300488,460097.6,258785.9962,615913,3826,0,0,0,0,128,132,1.738761515,2.608142272,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
192.168.0.12-192.168.0.15-63968-443-6,192.168.0.12,63968,192.168.0.15,443,6,6/12/2019 9:20,2117170,4,6,0,0,0,0,0,0,0,0,0,0,0,4.723286274,235241.1111,257206.6182,509691,2721,1568135,522711.6667,27159.52246,554048,505964,2117170,423434,216335.1282,549759,37727,0,0,0,0,128,132,1.889314509,2.833971764,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
192.168.0.12-192.168.0.15-63969-443-6,192.168.0.12,63969,192.168.0.15,443,6,6/12/2019 9:20,2116903,4,6,0,0,0,0,0,0,0,0,0,0,0,4.723882011,235211.4444,257127.2147,509710,3193,1568146,522715.3333,27158.10011,554050,505968,2116903,423380.6,216429.0715,549275,37460,0,0,0,0,128,132,1.889552804,2.834329206,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
192.168.0.12-192.168.0.15-63970-443-6,192.168.0.12,63970,192.168.0.15,443,6,6/12/2019 9:20,2116561,4,6,0,0,0,0,0,0,0,0,0,0,0,4.724645309,235173.4444,257268.9745,509606,2722,1567983,522661,27099.99983,553926,505895,2116561,423312.2,216605.5259,549760,37120,0,0,0,0,128,132,1.889858124,2.834787185,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
192.168.0.12-192.168.0.15-63971-443-6,192.168.0.12,63971,192.168.0.15,443,6,6/12/2019 9:20,2116334,4,6,0,0,0,0,0,0,0,0,0,0,0,4.725152079,235148.2222,257190.7157,509646,3196,1568003,522667.6667,27125.46468,553962,505885,2116334,423266.8,216682.2123,549276,36892,0,0,0,0,128,132,1.890060832,2.835091247,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
192.168.0.12-192.168.0.15-63972-443-6,192.168.0.12,63972,192.168.0.15,443,6,6/12/2019 9:20,2114342,4,6,0,0,0,0,0,0,0,0,0,0,0,4.72960382,234926.8889,257482.3948,509524,2298,1568006,522668.6667,27119.65694,553960,505967,2114342,422868.4,217334.6794,550217,35418,0,0,0,0,128,132,1.891841528,2.837762292,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
192.168.0.12-192.168.0.15-63973-443-6,192.168.0.12,63973,192.168.0.15,443,6,6/12/2019 9:20,2114005,4,6,0,0,0,0,0,0,0,0,0,0,0,4.730357781,234889.4444,257531.5035,509531,2281,1567977,522659,27129.04353,553961,505948,2114005,422801,217484.864,550217,35081,0,0,0,0,128,132,1.892143112,2.838214668,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
192.168.0.12-192.168.0.15-63978-443-6,192.168.0.12,63978,192.168.0.15,443,6,6/12/2019 9:20,2275980,4,6,0,0,0,0,0,0,0,0,0,0,0,4.39371172,252886.6667,245393.1182,513233,4248,1633078,544359.3333,32554.56792,571031,508083,2275980,455196,245469.2446,612824,20680,0,0,0,0,128,132,1.757484688,2.636227032,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,ModifiedHuLK
